Test Number,Target Shelf Probability,Target Shelf Rank,Missing Good Weight,Target Shelf Weight,Target Shelf Goods Count,Total Shelves,Target Shelf Std Dev,Min Weight,Max Weight,Target Shelf All Std Dev
18,0.9931277320866053,1,10.600680317690248,16.277926511351374,31,85,2.234833563683571,2.3850995393524124,22.372258375255136,0.9554451539396617
19,0.9999989828234754,1,81.78544981585223,79.61902205497213,71,24,17.528083209745468,5.26915703344786,97.37164163764562,1.1326277792708113
20,0.75054052601065,1,8.49013499737344,48.60790582399428,52,11,9.096949804702934,2.723610346832152,49.792671513547454,5.415494488503312
21,1.0,1,17.22507606990996,6.930694550873842,62,97,0.7844126483607884,4.52411687008451,83.9223023519047,1.3031614808886571
22,0.9984496474218971,1,9.255300485750443,37.041399019162874,20,30,2.342347233110279,0.21589570828871912,45.26577554555983,5.664396829485217
23,0.6808451331899261,1,4.645400249695279,61.474840830489,24,83,6.746512513477534,4.5196467637893285,62.78745801874093,10.812256916367613
24,0.7164623941164594,1,6.0622502894600006,19.942701350904816,62,41,3.5089477447881903,1.8048299254902425,47.04192501277753,1.738299377191441
25,1.0,1,39.97406787106933,37.81047246265014,58,53,3.522875305195817,23.278225723587923,42.96857151802326,0.4359552939294993
26,0.9999997287178852,1,7.791897791751954,10.746336260573042,42,88,1.1590363175040785,1.4013814297632217,28.14591353144778,0.4346106099191955
27,0.4507352938819882,7,11.932427654878664,56.53900731472076,46,52,11.569505013102921,5.362276382150979,77.11869207429243,6.351474492361431
28,1.0,1,22.892330310453012,2.5141903396578327,87,87,0.26269076137245245,2.4864158505112606,33.94862980914749,2.1949313887291746
29,1.0,1,15.030579757928907,9.535411811330412,73,28,0.8631131395503852,3.540744971399861,24.959750667872367,0.6132541347439202
30,0.9931333160215816,1,14.57978155532879,39.73214041399625,13,82,4.256109044280514,7.560781851374876,64.12820932743136,6.12181235901081
31,0.9999999999927414,1,51.72311832120639,51.72311832120639,26,27,7.1649226511108735,7.656774832006038,81.16265511778312,0.8906515535651374
32,1.0,1,4.78603473446221,4.580801937610535,22,91,0.5352051949675972,2.878263173780551,23.59707858787585,0.07481360334130525
33,1.0,1,38.546176854714524,31.620890054458442,35,88,2.9833915198666165,4.549201712959706,41.42913091119096,1.2135973131443238
34,0.8180865822354532,1,11.895472900818984,45.87731750848921,49,71,8.396234219084917,5.755998464560531,66.89905586353363,4.746701161493641
35,0.999993560028661,1,32.88060473986324,42.66830920761358,44,63,7.330938018701232,4.545984913351246,43.975031293366946,1.5548628138238676
36,1.0,1,31.448999395279376,11.553462526743964,30,35,1.3731157347259273,11.3121599925197,31.900285189277408,3.4586348357862735
37,1.0,1,33.03001493864832,32.531631202143586,31,36,2.059945282197149,13.530282032744877,35.5217596352119,0.19593548996710575
38,1.0,1,15.638490103232009,34.913923361862615,20,69,1.7812517137222181,1.84803283493219,44.3108000740111,3.9626340701683906
39,1.0,1,27.91031777187686,24.342710396197173,55,10,2.4633135379578803,5.866014538778037,28.676591092921846,0.590934824870912
40,0.99862408422966,1,14.133087037523008,43.53066308264302,89,82,4.48183055202457,5.150079996858439,47.123669541348825,3.083428675465184
41,1.0,1,40.66792382360081,33.74580885765185,38,73,2.9290653337027193,19.900041080826018,41.25497412063196,1.1006197257231163
42,1.0,1,41.4417891324176,41.4417891324176,31,81,3.6675744749978985,5.733764790165407,42.07744130481945,0.30937982940984293
43,0.9201870779205098,1,7.511176225141987,24.73468573971973,21,53,2.360249606331093,4.601385436603406,52.900511084483554,3.3996642881616705
44,0.8186456743284328,1,9.10096394525873,37.99038385274266,63,77,5.973092680034342,2.8272112446629,86.65733995013657,3.546620834234424
45,1.0,1,30.727489353677154,5.877990293555964,68,63,0.6169016500266338,3.93409203026835,33.60849906384113,2.9544009775050077
46,0.7559798096742355,1,9.589403741948729,50.77476744019674,27,85,7.583851122169978,2.3079819154362022,77.91132336121558,7.498110353714571
47,0.9999999999886672,1,23.216124714708087,28.693427585665223,17,62,3.159549423072529,2.985613847722758,58.49005267181952,1.2829251089728486
48,0.9999999999996092,1,36.15151343889202,77.89088060283724,23,54,4.689663073798154,6.001483612371933,78.80656983372936,8.156367387556498
49,1.0,1,76.26795757667496,76.26795757667496,45,87,7.325022959707559,2.077885035564884,92.70741962735458,0.6062642614624404
50,1.0,1,39.4325732738351,11.798368936945966,30,11,0.742725222046567,11.672664682712965,40.1592356578497,4.617271614549343
51,0.999809978288605,1,27.110344541144652,31.008924709434062,41,20,5.955233066138149,5.118768147656542,31.835263799688022,0.7969901866839946
52,0.5193430606200572,7,10.211697966232565,57.50661781906423,85,100,12.822429291608199,7.680542509542759,74.51018027121414,5.042834889168696
53,0.9999999999993547,1,91.4752881452228,91.4752881452228,54,95,12.101754947791266,6.691987499235761,101.0073038377395,0.9912839035046233
54,1.0,1,14.814229376697856,25.94341274042424,28,70,1.8114546983102173,0.9228737087499833,33.7393718895303,1.9243382973417715
55,0.999999999998837,1,78.04545633200513,94.51169267423414,36,82,10.358022378706885,3.2102900660741103,101.43959514733525,2.7167868279803606
56,1.0,1,48.06951811562586,23.033398241532264,29,38,3.3261196493905323,1.5311295699971428,66.14632541605235,4.301774434253656
57,0.999999998821966,1,8.783882013976621,9.03036845374436,33,52,1.2646457242863807,2.970403334566684,23.032139718860005,0.13037974217823298
58,1.0,1,46.85328041629538,21.53724413101408,22,11,2.022905899069358,21.185483921603588,61.92393201928371,4.730072158308623
59,1.0,1,63.41056165052525,51.66299567147341,46,81,3.610690449834037,4.845460806456161,76.13256327900878,1.7008332132209918
60,0.9999999754683262,1,34.74008445486214,46.292253875117964,18,70,5.849160199313804,3.0413754910162916,51.812107177769164,2.5647337875979477
61,1.0,1,45.237040518786685,24.91757357743765,30,31,3.2510050439016274,12.649369583721494,74.8829356601322,3.5104193816773877
62,1.0,1,17.476044625281016,17.476044625281016,12,39,0.7119519261160063,5.836872830596956,39.46424536732984,0.08406906182414697
63,0.9682325620161649,1,11.886674702808467,26.598517945756093,38,85,3.95204249463212,2.8199079945645114,32.53126281851783,2.261362365629741
64,0.9781512612021203,1,9.870899390874547,23.223674477246533,43,18,4.257882280005963,4.488543862240246,23.844526793780577,1.9778236462712955
65,1.0,1,23.73148848120216,9.028528831362067,29,93,1.4046809402140965,6.2712785049196755,24.301423055672515,2.6399800380621627
66,1.0,1,37.89803827139881,17.6414931043782,29,75,1.4555602922823156,3.7546772387744696,39.66438570924286,3.5484439444706077
67,0.9999999986556639,1,17.878408556646118,14.186666407943942,45,48,2.870981455052663,6.33671877368308,68.07511995150671,0.5783405371267826
68,0.5089417542621364,11,7.399052550754613,57.72514416773869,49,97,11.188998571897635,4.376265389923502,85.3981408327293,6.9585104542524245
69,1.0,1,10.559951867078487,1.3261198838746715,54,88,0.2392400838000357,1.2943538073877032,29.81158063013787,1.1915892084718944
70,1.0,1,92.02656887960177,14.412104260737832,53,11,1.4865150602076718,14.226089485329043,93.93460106091922,10.179904474184056
71,0.5632944601577975,1,7.593519995060458,51.96011442259421,36,25,9.390043092223966,7.400311279668105,55.107124085236165,7.034972507411842
72,1.0,1,19.66486859177642,40.40716379160903,23,73,2.2826948842412467,4.019472341768293,52.126091190938276,4.02615455279728
73,1.0,1,13.411702404010672,0.4797228401539091,32,30,0.0317608819291837,0.4743527424632467,69.6434319811151,2.170606735032276
74,1.0,1,31.552556047994614,24.33309180111153,18,75,1.872909870217445,6.900196643577535,37.86275287734022,1.7026698783613639
75,1.0,1,30.573874646392117,24.20694578229324,8,88,1.0112100256863759,5.2419574528894355,82.07280292515688,1.759729573086304
76,0.9999999998477146,1,40.64176345218079,33.42911779159015,44,90,5.992636967844749,4.465496427641528,89.93427942234554,1.0964396638566563
77,0.9424771896862123,1,24.354463842365032,59.51367508007732,40,50,10.702462034194104,8.051219621044012,61.16222491369682,5.386587621057967
78,1.0,1,58.63099075267395,31.519708756217234,16,85,3.959828613664581,3.664442704826168,66.31940919357147,5.984281683140745
79,1.0,1,13.827551183776261,12.932817221291087,25,25,1.5694653365825626,3.29062503343783,25.53905743480424,0.23176641185703523
80,1.0,1,61.879405073611565,11.65414373807169,66,100,1.0605193285742058,7.014760150912596,63.45079154197062,5.833804560271469
81,0.9988594577817881,1,46.03646747349491,73.83875612040637,47,86,13.725693544376451,3.261946349289054,90.2808724750482,4.076201034175496
82,0.9901951052360712,1,15.274857949689029,50.966219633857634,33,66,4.017812377141916,2.095234605428828,51.86127773956393,5.860080612338105
83,0.9999999433655488,1,8.845525629379091,13.345713742049595,20,65,1.2826713130236034,3.289744506979083,33.56833551899783,0.9053116543908062
84,0.9999711029366767,1,8.947773191345098,38.42476377823657,24,43,2.0364273441415097,8.096278832541607,70.51407417683303,5.5843845636919465
85,1.0,1,84.0397048311589,44.35830396257275,82,57,4.183660448363174,8.431415028889935,85.62072238864997,4.3956660597273345
86,0.49953302567412367,3,2.3168280087034976,22.91896574321983,46,12,3.590920171888639,2.28815639610627,26.311042251572385,2.924013555123137
87,0.49617652078366026,12,1.4792500903217638,29.28636548532618,31,59,2.5458053699989573,1.4408761626888082,37.570141337450465,4.6955166775663555
88,1.0,1,64.0004136559151,10.806793184558405,41,14,1.219480641316829,6.045589863585686,89.47920803927373,7.777302294656393
89,1.0,1,43.69202257170341,22.83341473761233,34,15,3.7970870051806815,9.117873471303593,70.73645023176526,3.3930478794425403
90,0.9999999999999999,1,51.490706664893494,50.71000877350003,27,36,6.088706795853997,8.130691661094973,52.51665756708493,0.5342208182531287
91,1.0,1,46.527256285382904,4.96840172836901,18,97,0.5665436217862821,1.5548076193172957,87.2680923904155,8.78876446061149
92,0.999999929228253,1,12.031171241161399,33.128706826431895,12,60,2.1198616149773954,3.5269273378761166,91.52731296276242,5.309704662606443
93,1.0,1,66.48521572208632,26.631617139568096,73,44,3.164398010796977,3.859204829661563,68.31303329541942,4.466560558795188
94,0.9999997096667619,1,21.091718619678808,21.091718619678808,31,71,3.5237784584087106,5.692291095794578,26.784866744898565,0.36670754511222603
95,0.9999999999987086,1,16.860479833671693,12.978555836566414,26,100,1.9588216376970766,2.877875325128694,22.32081699187507,0.722836272769014
96,1.0,1,74.78876200291998,35.54834574973803,24,92,5.3895869667605165,5.774328257099294,86.23681216770733,7.351404410764644
97,1.0,1,23.14112111480629,24.307922256913155,21,45,2.664480233696137,4.737958203119297,38.85401456870136,0.46136928000549493
98,0.9990148695301421,1,12.08373303106168,41.400115354217334,11,82,3.829484826562908,6.402695156622779,81.64295681901324,7.652265787804604
99,0.5554367857600909,1,9.762889609678107,85.20629020616776,19,48,9.660152375121664,9.624053825178192,87.30084827184423,15.73526379526438
100,1.0,1,52.317232100699904,39.762427357777085,19,23,2.136209985753382,5.7004685069972725,79.75936459366451,2.747864915182506
101,0.9999999962705949,1,35.629354098677,69.67703921220536,14,81,6.303892964908255,10.078291822416093,83.09528446181217,7.950824391027287
102,1.0,1,29.329848900858465,13.276059095392979,30,33,2.178699212074455,10.240073839760132,87.3769316496054,2.701797596719418
103,1.0,1,46.04226251650897,10.350844545454958,25,66,1.4501060618232595,6.033990538275911,47.18325795129855,6.768647528116353
104,1.0,1,80.81325746212256,63.422642933905216,20,49,6.43671794898162,4.532191448880921,95.43440651949992,3.8882644237350923
105,1.0,1,32.047719617295144,9.947242513662351,32,25,1.4355596371386274,9.70634799897495,37.05440598299772,3.556045850448855
106,1.0,1,63.333741750032246,39.14205440217802,38,16,4.769619780802909,5.671444204070709,75.64031546293481,3.7268414961170286
107,1.0,1,23.30515830060836,9.266130409963072,36,68,0.5784401552258108,2.7987216013796026,34.587051021168925,2.2006553949716907
108,1.0,1,33.08922935783023,12.149157382088159,13,39,1.0841873749993587,4.788020798783542,35.94230471041466,5.234518686969764
109,1.0,1,93.00435136982549,68.20001729479752,20,100,5.8437766325749125,5.49970589882827,95.36812222840922,5.291258172536399
110,1.0,1,20.70110998790194,10.987723037148951,34,78,1.7190203486914641,4.725370444379897,21.09463734107633,1.530535341353849
111,1.0,1,59.00972313825297,7.7792016527055825,66,68,1.4075030501065986,2.733346596927049,93.04388782426606,5.9943796069056825
112,1.0,1,18.42838363057252,6.351946539661285,10,19,0.6559916182079536,4.513833203399743,46.35768723658633,3.214475629170973
113,1.0,1,46.52439157595277,59.17540636065414,47,54,4.157445299711905,5.113049582781764,64.03148354748721,1.7269523937551594
114,1.0,1,9.862798048060284,17.134821038798886,10,82,0.6622797645089208,2.1263174309352486,25.71957823610497,1.9142466512186456
115,0.9999999954709647,1,21.600041277148215,21.600041277148215,27,52,3.1717690969600363,9.585219948440635,27.940905553912426,0.2867981615664384
116,1.0,1,55.516923617235896,35.31388906274177,31,81,2.9764470840085115,5.0708333507241665,58.30998367426808,3.493567369406556
117,0.9999999999994564,1,4.052792613707091,6.489064429402333,56,71,0.5420236867598696,1.5535439410034215,25.204917049945788,0.3130672967043539
118,0.9996207559567546,1,6.5406626244727235,10.764701265523279,41,49,1.4910518491039868,4.8811363945551465,80.64947710472242,0.6496154461183126
119,0.785914247568505,1,9.369992238031806,50.80631944284271,56,30,7.7876866727506595,6.213364947950319,51.82512037317628,5.383967610935364
120,0.9998430485498738,1,18.178128291514994,60.12463923470331,20,28,6.108332878064062,6.749406450420025,77.8637204163574,8.710644828390658
121,0.8250786522448427,1,6.365644248922704,29.30462447143093,24,85,4.390121505743961,6.269738492224979,91.3480662433882,4.3515510965897075
122,1.0,1,15.906398961034512,16.647174271990888,24,85,0.96863079745279,2.0973946695955323,41.13687588133315,0.12599460626600428
123,1.0,1,6.245811516428724,2.292072724589459,18,47,0.22963052185107766,2.2410053808545327,21.960475710759273,0.8435907241685882
124,0.9999999999999981,1,6.660672743708,19.627208364482847,14,98,0.805301979569326,5.175144820825453,24.522028003681555,3.0452163178158647
125,0.9999999998704079,1,22.675124232620963,25.704029012936576,51,34,3.490087111288945,2.828934264315032,39.10197945608716,0.4697702449447688
126,1.0,1,19.844100953513905,4.238113872105128,33,94,0.304721094864364,1.6710785631569254,30.64055282982639,2.576502426796462
127,1.0,1,35.26281715350685,35.26281715350685,18,98,1.6536830996485576,3.9628426412699653,35.63051632219668,0.20452255597395227
128,1.0,1,32.094420962240655,16.865191772193796,39,23,1.9236316692023867,3.1822598921001335,46.98939762790441,2.2657083756738166
129,1.0,1,34.60776241556801,30.724229487659606,26,14,3.453852352549507,4.177202226252994,35.14971803420066,0.796196301419403
130,1.0,1,10.7067605868101,0.9348344970290325,17,28,0.07657215807296058,0.9173729359237857,39.976111616166904,2.1080686042534698
131,1.0,1,21.7985036991161,18.50675835354111,19,94,0.9817178413045639,4.104822382854392,25.234253708406193,0.7175451774320067
132,1.0,1,31.50694955122129,22.398640791296224,31,43,3.579235959324973,5.724366187875249,59.60640491806557,1.65197048260908
133,1.0,1,26.631046025297806,6.011451090779754,32,22,0.6914392110009077,5.893751575879,27.011659949799977,3.4950408970214015
134,1.0,1,67.20354365038662,4.893396130380876,62,76,1.1153807397448576,3.603893980996695,89.16550744113405,7.569420101257302
135,1.0,1,82.8314011126785,6.829438072744681,34,56,0.891032508653516,5.947947020168187,91.04005634847974,12.484957686878362
136,0.9996647425735364,1,9.601871589142599,24.76179498778341,32,51,2.5083160843493095,4.906950458134691,42.5054136145612,2.5360675139723927
137,1.0,1,80.31775010641336,19.69548772395247,20,82,1.4269131530399575,5.990436267977445,100.5322690474571,11.960972099300442
138,1.0,1,43.535107883667436,19.281814246281712,53,50,3.6764333709198067,3.1603437528555425,73.11695271604431,3.245510623822811
139,1.0,1,27.809826659205264,25.711796564213298,33,45,1.805814546813731,15.433229838773476,70.73818465392924,0.4457813738853699
140,1.0,1,14.486586693741703,5.336630337833751,25,68,0.4327108079898365,5.255353897187706,33.44048923492814,1.7094692366012851
141,1.0,1,44.93710015857634,3.5705291977239475,93,89,0.5024145758503358,3.5190382699095126,45.49352129368022,4.169264136416747
142,0.9999257568960277,1,20.19929581040282,26.88397816461424,42,90,4.912435685431589,6.804463513944369,75.04529548098908,1.1289986016522866
143,0.9999999999095501,1,73.3121168870866,57.45264640885238,44,16,10.096895231811587,7.351701268925905,74.73954467526904,2.418498995266291
144,0.35502469422059174,4,7.338851380983176,27.628575844277037,27,33,4.041420406476504,7.1857395103438,49.29017978093826,3.648167651198538
145,0.6640255526775318,1,8.338145962330403,58.92082262907775,26,14,3.9907813535359007,8.221516824379147,62.09888972487569,9.198497854686758
146,0.997186576466374,1,13.468245339767725,21.426159016487574,43,73,3.740332848057702,4.276908468383724,70.74924871669005,1.2046041332433903
147,0.9999958290002329,1,26.931898538276492,60.853859401011185,45,93,4.659823903270268,14.709410333101898,66.11920811444537,4.956274136841279
148,1.0,1,9.95064348143437,11.874076888586966,15,34,1.258174579367979,3.6220320144142497,34.002517777351706,0.44227795725079855
149,0.9993927486305947,1,12.560358766975908,26.44380804626811,23,50,3.011388779538628,5.197578361285199,28.70469820744082,2.6733687689011596
150,0.589776751894087,1,21.356714523005813,93.32893574600214,36,18,16.84195126295457,2.526782555936377,95.89252057315136,11.422866803140694
151,1.0,1,31.850323396309726,7.149265284725679,70,69,0.8427139351218271,7.060016672061979,77.01650967636009,2.93769433640062
152,1.0,1,15.516645495544202,8.679801205079285,18,87,0.38922795924080994,2.731825890005541,21.21030981050334,1.4384562928577165
153,0.9442398702473663,1,34.65774867711972,81.46385475863858,51,87,14.310874129252268,3.016070863278132,83.38684473528502,6.441701537714409
154,0.9999999737531376,1,15.292737518150025,21.53100190299841,21,67,2.584269582451437,0.8772236790540799,23.885291089161548,1.28940782657515
155,0.9999999999995818,1,47.91381239761,62.79420516522994,18,71,6.077454204379214,0.2209768542861339,83.85309901065557,3.1130883536195375
156,0.9997182873776516,1,19.52357799800139,38.56232763738382,17,67,4.9923993522270305,19.097582144588767,60.645787230050935,4.157288703860958
157,0.9996218736307453,1,35.46372888574386,74.85985959233692,22,60,8.727663272428021,8.053909489399965,86.31118213025553,7.595168519590999
158,0.99844065279774,1,9.973274520462603,49.557495922677916,22,29,2.6675506912541866,2.881229506089967,50.032985360913,7.772637188038666
159,1.0,1,44.62875495165008,33.206756801215064,29,30,2.948741317974396,1.0373880771929798,53.93523880953373,2.082211306529936
160,0.99999999996315,1,9.670668191988874,6.614654495399121,46,62,1.3626643580046156,3.5067430686752594,43.33004719264218,0.46318410168115715
161,1.0,1,53.74023472693764,31.217378476021867,26,84,2.3692041935852917,11.000168391211519,86.12396114470364,4.2403348195465265
162,1.0,1,57.500354639685014,2.8754019995101676,27,30,0.3619252275662467,2.8109824563388144,59.182444088006626,9.818947335699947
163,1.0,1,10.75246476574912,12.364942722366859,22,10,0.7456767122721194,10.569995481657946,47.27133595303868,0.34321533696578926
164,0.9999994498003283,1,10.717470590700394,51.23865776473462,16,48,2.2035103965497105,8.635985616996573,51.75631236132406,9.087896349406101
165,0.9999999999999979,1,12.260728420994933,12.260728420994933,15,78,1.4079636987599997,11.089517889927558,22.22973182438291,0.1921248929488475
166,0.5432161390078438,3,11.484088377911977,73.75804104726997,26,60,11.119848525324393,5.378007508218776,87.52556797971603,11.391758715766393
167,0.9998159866939332,1,33.66878509929283,78.6566428992342,22,12,6.635817026882238,2.529845304235949,86.37646112657872,8.883263490345659
168,0.9999984137286096,1,17.255236354325493,45.85921367488791,39,32,3.5988337028003006,7.078138185055992,80.31952236538774,4.350636442686145
169,0.8151064605420695,1,7.336463145073454,17.705838444426995,87,62,4.768834547892513,4.344980493672305,72.40506049210161,1.1198386912123564
170,0.9521247411969128,1,13.136266727910504,39.00032196155524,22,62,5.214799874834953,12.774844715216414,95.40434173219548,5.074904610114406
171,0.9999999998304486,1,4.711510941718641,4.711510941718641,43,90,0.7679885443423948,4.599284150635399,25.161370253885302,0.06252040694076558
172,1.0,1,73.3433897113421,30.368802518690437,29,78,2.306595410609285,1.9992511150316847,75.16802034409879,7.308341593222968
173,0.9999896024260833,1,18.134067404380836,27.684162497280674,47,16,3.9658069886113143,6.234265757804525,28.3936583007079,1.4062581981329463
174,0.9999999997386242,1,60.73193580370715,40.38208911523499,69,27,9.244400433789727,2.5480419797234815,73.3243693504976,2.4933850069453842
175,1.0,1,11.329616012985928,11.329616012985928,26,69,1.3224696795945072,4.019665593514386,38.05576373634652,0.1511696023125104
176,1.0,1,21.75794261366386,44.19286352549446,16,84,1.993901239943407,5.037849968630223,69.0662575486804,4.935721242765994
177,0.37176357114317987,24,7.090784284836238,31.651743340487805,75,56,5.6068968593055715,6.518663721040361,77.79020009257897,2.7794607646405636
178,0.9999998095004026,1,14.502065443937148,20.842608257682645,31,65,2.7033331150040585,4.537596940824555,25.20635399960854,1.1419124646692647
179,1.0,1,48.45674510655326,23.555541630135142,16,69,1.9140532408282382,5.835015456044949,94.76267900351131,5.665743685183865
180,0.9999999999999892,1,42.661412134873174,39.33715154908596,39,55,5.996718861024849,1.7133197474115363,43.32248257953019,0.7321226546892997
181,0.7863736201185239,1,17.667828425013706,40.807715804921294,42,17,6.653124407214839,12.81502804857998,64.05596689854883,3.4532696609654434
182,1.0,1,18.420442427806282,15.680038130196198,14,81,0.9869511428606006,0.683480506447837,43.01826270768679,0.6991460305696333
183,1.0,1,32.20078553488771,7.606873743690917,51,70,0.910493429655916,7.199913170110844,38.9020134754206,3.3563089620580353
184,1.0,1,21.477788481518715,15.701838982742617,46,81,1.8788246290835817,2.063464169486617,33.33556131130846,0.8610090880874551
185,0.9999999995852211,1,20.066027226232013,23.253068085924035,25,46,3.3257092234084564,1.3808139108636204,78.94376475511723,0.6431018947233187
186,1.0,1,9.817699650834477,5.9709163121007744,43,40,0.4763484613442567,5.122600761667235,27.62357025783706,0.5728032533103369
187,1.0,1,47.34962166475104,20.223972665193095,25,66,1.1756128924455476,1.2639489409857885,50.38825180037554,5.102724621402039
188,1.0,1,24.05685867981171,12.25307658858085,63,33,2.5197519541511264,10.804454027249237,46.84669204671262,1.46476575059371
189,0.6259745561021031,1,3.705013459575518,28.330414058343084,74,82,6.283506322058847,3.320831313779957,39.03636546523964,2.825809971092948
190,1.0,1,28.70378946722753,19.903790230274826,29,89,1.8627089856692425,3.990144517844295,40.41607133874422,1.5863594929352243
191,1.0,1,43.7359164002182,6.1902696272918,12,95,0.5860355951865011,0.34722467385011835,49.62120827243342,9.334630408227765
192,1.0,1,14.13327469972749,1.5352847056768035,58,42,0.29701502821381837,1.4972249431988998,91.58542202210253,1.595490859135339
193,1.0,1,75.94046164352488,38.96889227391065,33,70,5.06710562656528,2.225517645267349,80.16005854206276,6.2043176568917255
194,1.0,1,25.58489337002565,7.691561572912384,14,89,0.7180921921881439,7.447386593015387,35.807489099471205,4.325085954408815
195,1.0,1,21.612553969276895,28.971633527571935,28,71,1.6228897928133244,3.2548368987803307,31.403296525533737,1.387730341401322
196,0.9999985656607582,1,31.144517224651622,43.5284598289991,27,23,6.436441431422406,12.846058199705674,65.4109800784327,2.3491188451280216
197,0.9999999959241467,1,73.20548881591813,73.20548881591813,26,43,10.493041109400624,7.90898754558887,91.36619768665615,0.9559321311125172
198,1.0,1,9.024590440740406,2.6033631118405536,34,86,0.39130051619830797,2.194833298756117,28.400679407003043,1.02453759864013
199,1.0,1,77.33540900134084,54.29443952058624,35,82,4.327538755753338,3.8955693291526834,79.4955383322156,3.8111741482146666
200,1.0,1,77.59631098154682,48.80329278072368,29,61,7.4422094738008155,5.223490450036907,80.68482086093216,5.184933413500921
201,1.0,1,63.29340222763004,28.274957712491236,21,22,2.6279537377760738,7.136319982818937,89.29070911307683,7.265277674999646
202,0.9999999999993628,1,6.144198698943578,6.144198698943578,32,43,0.7513512021186676,6.017136765314569,31.183956582154387,0.07585897188048966
203,0.9978746164435524,1,11.017174862990707,19.14898452286323,28,92,2.9553611113878344,2.055247074860607,23.977336133290617,1.4399659544615226
204,1.0,1,13.016948487189447,9.586233451926304,43,14,1.01095032202032,9.438931245367394,33.28984011201648,0.5257094072478323
205,0.9999999997625727,1,18.687722274404063,29.999434423409,45,21,3.0222879157736573,8.388169332287244,32.51602218900017,1.674202089212446
206,0.9999999999999991,1,6.468853154015686,8.630661687327635,26,91,0.8934927123983507,6.3255919798499045,87.45886721639364,0.3961341449088314
207,1.0,1,17.367718230875507,12.787770841574002,44,62,1.4572789811721647,4.287953689727635,34.22662885932131,0.7185521944100002
208,1.0,1,60.34993801700785,52.50768761099685,54,93,6.091469965526104,10.598524368705743,67.49545508692,1.2705446515070191
209,1.0,1,36.70931641417455,6.957030906871901,25,92,0.5145930208106645,3.408073880806245,56.19831245966061,5.432900594300714
210,1.0,1,76.22554995176115,41.80522695389549,7,55,3.5244057011619114,3.589915419723441,95.60749021105741,10.738274755229732
211,1.0,1,36.815733250250105,5.447609974980672,46,49,0.4986233180723837,4.671762689054609,44.05511702571021,4.363673594337633
212,0.8928505791820743,1,4.766515191480929,41.220681047437985,14,12,2.364407561889718,4.665969924087373,41.802117587776394,8.563491676529699
213,0.999999999999287,1,25.60723511224029,39.70943857846362,12,93,3.2182290564852423,5.586845843596253,85.85256818146836,3.4351627589383558
214,1.0,1,80.35873163773479,13.885956453255151,41,79,2.062126526908797,6.198905189938085,98.15686886555093,9.795969236829965
215,1.0,1,29.12426608687009,7.138223371112652,24,34,1.0549395635202095,3.0025275677529706,43.48719484978417,4.202208615038813
216,0.9999757091253492,1,10.520577287224501,12.18447453623795,64,19,2.6484547209855522,4.465404085868743,22.652766511388407,0.28687591481552793
